#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1230p585 file0_rs0_skip0 stages0
1230p705 file0_rs0_skip0 stages0
1230p732 file0_rs0_skip0 stages0
1230p750 file0_rs0_skip0 stages0
1230p752 file0_rs0_skip0 stages0
1231p325 file0_rs0_skip0 stages1
1231p332 file0_rs0_skip0 stages1
1231p337 file0_rs0_skip0 stages1
1231p342 file0_rs0_skip0 stages1
1231p350 file0_rs0_skip0 stages1
1231p360 file0_rs0_skip0 stages0
1231p367 file0_rs0_skip0 stages0
1231p372 file0_rs0_skip0 stages0
1231p385 file0_rs0_skip0 stages0
1231p392 file0_rs0_skip0 stages0
1231p405 file0_rs0_skip0 stages0
1231p412 file0_rs0_skip0 stages0
1231p420 file0_rs0_skip0 stages0
1231p427 file0_rs0_skip0 stages0
1231p435 file0_rs0_skip0 stages0
1231p450 file0_rs0_skip0 stages0
1231p460 file0_rs0_skip0 stages0
1231p557 file0_rs0_skip0 stages0
1231p560 file0_rs0_skip0 stages0
1231p570 file0_rs0_skip0 stages0
1231p572 file0_rs0_skip0 stages0
1231p587 file0_rs0_skip0 stages0
1231p640 file0_rs0_skip0 stages0
1231p642 file0_rs0_skip0 stages0
1231p645 file0_rs0_skip0 stages0
1231p707 file0_rs0_skip0 stages0
1231p710 file0_rs0_skip0 stages0
1231p755 file0_rs0_skip0 stages0
1231p757 file0_rs0_skip0 stages0
1232p327 file0_rs0_skip0 stages1
