#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1372p672 file0_rs0_skip0 stages0
1372p722 file0_rs0_skip0 stages0
1373p635 file0_rs0_skip0 stages1
1373p665 file0_rs0_skip0 stages0
1373p715 file0_rs0_skip0 stages0
1374p375 file0_rs0_skip0 stages0
1374p380 file0_rs0_skip0 stages0
1374p390 file0_rs0_skip0 stages0
1374p455 file0_rs0_skip0 stages0
1374p515 file0_rs0_skip0 stages0
1374p527 file0_rs0_skip0 stages0
1374p560 file0_rs0_skip0 stages0
1374p592 file0_rs0_skip0 stages0
1374p675 file0_rs0_skip0 stages0
1375p622 file0_rs0_skip0 stages0
1375p637 file0_rs0_skip0 stages1
1375p645 file0_rs0_skip0 stages0
1375p667 file0_rs0_skip0 stages0
1375p682 file0_rs0_skip0 stages0
1375p717 file0_rs0_skip0 stages0
1375p760 file0_rs0_skip0 stages0
1376p365 file0_rs0_skip0 stages0
1376p370 file0_rs0_skip0 stages0
1376p377 file0_rs0_skip0 stages0
1376p382 file0_rs0_skip0 stages0
1376p625 file0_rs0_skip0 stages0
1376p692 file0_rs0_skip0 stages0
1377p437 file0_rs0_skip0 stages0
1377p617 file0_rs0_skip0 stages0
1377p632 file0_rs0_skip0 stages0
1377p662 file0_rs0_skip0 stages0
1377p670 file0_rs0_skip0 stages0
