#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1786p345 file0_rs0_skip0 stages0
1786p347 file0_rs0_skip0 stages0
1786p350 file0_rs0_skip0 stages0
1788p382 file0_rs0_skip0 stages0
1788p397 file0_rs0_skip0 stages0
1788p402 file0_rs0_skip0 stages0
1788p405 file0_rs0_skip0 stages0
1788p407 file0_rs0_skip0 stages0
1788p410 file0_rs0_skip0 stages0
1788p415 file0_rs0_skip0 stages0
1788p417 file0_rs0_skip0 stages0
1788p422 file0_rs0_skip0 stages0
1788p425 file0_rs0_skip0 stages0
1788p427 file0_rs0_skip0 stages0
1788p430 file0_rs0_skip0 stages0
1788p432 file0_rs0_skip0 stages0
1789p345 file0_rs0_skip0 stages0
1789p352 file0_rs0_skip0 stages0
1789p355 file0_rs0_skip0 stages0
1789p367 file0_rs0_skip0 stages0
1791p402 file0_rs0_skip0 stages0
1791p405 file0_rs0_skip0 stages0
1791p407 file0_rs0_skip0 stages0
1791p410 file0_rs0_skip0 stages0
1791p415 file0_rs0_skip0 stages0
1791p417 file0_rs0_skip0 stages0
1791p420 file0_rs0_skip0 stages0
1791p422 file0_rs0_skip0 stages0
1791p425 file0_rs0_skip0 stages0
1791p427 file0_rs0_skip0 stages0
1792p345 file0_rs0_skip0 stages0
1792p350 file0_rs0_skip0 stages0
