#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2911p642 file0_rs0_skip0 stages0
2911p665 file0_rs0_skip0 stages0
2912p597 file0_rs0_skip0 stages0
2912p625 file0_rs0_skip0 stages0
2912p632 file0_rs0_skip0 stages0
2912p640 file0_rs0_skip0 stages0
2912p662 file0_rs0_skip0 stages0
2913p615 file0_rs0_skip0 stages0
2913p622 file0_rs0_skip0 stages0
2913p630 file0_rs0_skip0 stages0
2913p652 file0_rs0_skip0 stages0
2913p660 file0_rs0_skip0 stages0
2913p685 file0_rs0_skip0 stages0
2914p605 file0_rs0_skip0 stages0
2914p612 file0_rs0_skip0 stages0
2914p620 file0_rs0_skip0 stages0
2914p627 file0_rs0_skip0 stages0
2914p650 file0_rs0_skip0 stages0
2914p657 file0_rs0_skip0 stages0
2914p675 file0_rs0_skip0 stages0
2914p682 file0_rs0_skip0 stages0
2915p602 file0_rs0_skip0 stages0
2915p610 file0_rs0_skip0 stages0
2915p617 file0_rs0_skip0 stages0
2915p655 file0_rs0_skip0 stages0
2915p672 file0_rs0_skip0 stages0
2915p680 file0_rs0_skip0 stages0
2916p600 file0_rs0_skip0 stages0
2916p607 file0_rs0_skip0 stages0
2916p637 file0_rs0_skip0 stages0
2916p670 file0_rs0_skip0 stages0
2916p677 file0_rs0_skip0 stages0
2917p635 file0_rs0_skip0 stages0
2917p640 file0_rs0_skip0 stages0
