#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2364p370 file0_rs0_skip0 stages0
2364p407 file0_rs0_skip0 stages0
2365p367 file0_rs0_skip0 stages0
2367p370 file0_rs0_skip0 stages0
2368p337 file0_rs0_skip0 stages0
2368p372 file0_rs0_skip0 stages0
2370p370 file0_rs0_skip0 stages0
2370p422 file0_rs0_skip0 stages0
2371p337 file0_rs0_skip0 stages0
2371p420 file0_rs0_skip0 stages0
2372p335 file0_rs0_skip0 stages0
2373p340 file0_rs0_skip0 stages0
2373p422 file0_rs0_skip0 stages0
2374p337 file0_rs0_skip0 stages0
2375p385 file0_rs0_skip0 stages0
2377p422 file0_rs0_skip0 stages0
2380p355 file0_rs0_skip0 stages0
2383p355 file0_rs0_skip0 stages0
2398p390 file0_rs0_skip0 stages0
2399p387 file0_rs0_skip0 stages0
2400p422 file0_rs0_skip0 stages0
2400p425 file0_rs0_skip0 stages0
2401p390 file0_rs0_skip0 stages0
2403p357 file0_rs0_skip0 stages0
2404p355 file0_rs0_skip0 stages0
2404p390 file0_rs0_skip0 stages0
2406p357 file0_rs0_skip0 stages0
2407p355 file0_rs0_skip0 stages0
2407p440 file0_rs0_skip0 stages0
2407p442 file0_rs0_skip0 stages0
2408p360 file0_rs0_skip0 stages0
2410p325 file0_rs0_skip0 stages0
2410p440 file0_rs0_skip0 stages0
2411p405 file0_rs0_skip0 stages0
