#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1481p442 file0_rs0_skip0 stages0
1481p450 file0_rs0_skip0 stages0
1481p455 file0_rs0_skip0 stages0
1481p560 file0_rs0_skip0 stages0
1481p565 file0_rs0_skip0 stages0
1481p582 file0_rs0_skip0 stages0
1481p672 file0_rs0_skip0 stages0
1482p357 file0_rs0_skip0 stages0
1482p362 file0_rs0_skip0 stages0
1482p370 file0_rs0_skip0 stages0
1482p372 file0_rs0_skip0 stages0
1482p380 file0_rs0_skip0 stages0
1482p392 file0_rs0_skip0 stages0
1482p400 file0_rs0_skip0 stages0
1482p427 file0_rs0_skip0 stages0
1482p435 file0_rs0_skip0 stages0
1482p447 file0_rs0_skip0 stages0
1482p570 file0_rs0_skip0 stages0
1482p580 file0_rs0_skip0 stages0
1482p657 file0_rs0_skip0 stages1
1482p662 file0_rs0_skip0 stages0
1482p667 file0_rs0_skip0 stages0
1483p352 file0_rs0_skip0 stages0
1483p355 file0_rs0_skip0 stages0
1483p367 file0_rs0_skip0 stages0
1483p377 file0_rs0_skip0 stages0
1483p385 file0_rs0_skip0 stages0
1483p390 file0_rs0_skip0 stages0
1483p397 file0_rs0_skip0 stages0
1483p432 file0_rs0_skip0 stages0
1483p440 file0_rs0_skip0 stages0
1483p445 file0_rs0_skip0 stages0
1483p452 file0_rs0_skip0 stages0
1483p557 file0_rs0_skip0 stages0
1483p575 file0_rs0_skip0 stages0
