#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1217p570 file0_rs0_skip0 stages0
1217p572 file0_rs0_skip0 stages0
1217p627 file0_rs0_skip0 stages0
1217p630 file0_rs0_skip0 stages0
1217p632 file0_rs0_skip0 stages0
1217p635 file0_rs0_skip0 stages0
1217p637 file0_rs0_skip0 stages0
1217p657 file0_rs0_skip0 stages0
1217p717 file0_rs0_skip0 stages0
1217p720 file0_rs0_skip0 stages0
1217p722 file0_rs0_skip0 stages0
1218p330 file0_rs0_skip0 stages0
1218p335 file0_rs0_skip0 stages1
1218p347 file0_rs0_skip0 stages1
1218p365 file0_rs0_skip0 stages0
1218p377 file0_rs0_skip0 stages0
1218p385 file0_rs0_skip0 stages0
1218p392 file0_rs0_skip0 stages0
1218p400 file0_rs0_skip0 stages0
1218p405 file0_rs0_skip0 stages0
1218p412 file0_rs0_skip0 stages0
1218p420 file0_rs0_skip0 stages0
1218p430 file0_rs0_skip0 stages0
1218p437 file0_rs0_skip0 stages0
1218p445 file0_rs0_skip0 stages0
1218p452 file0_rs0_skip0 stages0
1218p455 file0_rs0_skip0 stages0
1218p462 file0_rs0_skip0 stages0
1218p557 file0_rs0_skip0 stages0
1218p560 file0_rs0_skip0 stages0
1218p615 file0_rs0_skip0 stages0
1218p735 file0_rs0_skip0 stages0
1219p325 file0_rs0_skip0 stages1
1219p332 file0_rs0_skip0 stages1
1219p337 file0_rs0_skip0 stages1
