#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1241p720 file0_rs0_skip0 stages0
1241p755 file0_rs0_skip0 stages0
1241p757 file0_rs0_skip0 stages0
1242p325 file0_rs0_skip0 stages1
1242p330 file0_rs0_skip0 stages1
1242p335 file0_rs0_skip0 stages1
1242p352 file0_rs0_skip0 stages0
1242p357 file0_rs0_skip0 stages0
1242p365 file0_rs0_skip0 stages0
1242p370 file0_rs0_skip0 stages0
1242p375 file0_rs0_skip0 stages0
1242p382 file0_rs0_skip0 stages0
1242p387 file0_rs0_skip0 stages0
1242p395 file0_rs0_skip0 stages0
1242p407 file0_rs0_skip0 stages0
1242p415 file0_rs0_skip0 stages1
1242p430 file0_rs0_skip0 stages0
1242p445 file0_rs0_skip0 stages0
1242p460 file0_rs0_skip0 stages0
1242p562 file0_rs0_skip0 stages0
1242p565 file0_rs0_skip0 stages0
1242p575 file0_rs0_skip0 stages0
1242p577 file0_rs0_skip0 stages0
1242p640 file0_rs0_skip0 stages0
1242p642 file0_rs0_skip0 stages0
1242p662 file0_rs0_skip0 stages0
1242p722 file0_rs0_skip0 stages0
1242p760 file0_rs0_skip0 stages0
1243p327 file0_rs0_skip0 stages1
1243p332 file0_rs0_skip0 stages1
1243p337 file0_rs0_skip0 stages1
1243p342 file0_rs0_skip0 stages1
1243p347 file0_rs0_skip0 stages0
1243p360 file0_rs0_skip0 stages0
1243p377 file0_rs0_skip0 stages0
