#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1764p362 file0_rs0_skip0 stages0
1764p425 file0_rs0_skip0 stages0
1765p330 file0_rs0_skip0 stages0
1765p332 file0_rs0_skip0 stages0
1765p335 file0_rs0_skip0 stages0
1766p395 file0_rs0_skip0 stages0
1767p362 file0_rs0_skip0 stages0
1767p367 file0_rs0_skip0 stages0
1767p372 file0_rs0_skip0 stages0
1767p375 file0_rs0_skip0 stages0
1767p425 file0_rs0_skip0 stages0
1767p437 file0_rs0_skip0 stages0
1769p400 file0_rs0_skip0 stages0
1770p362 file0_rs0_skip0 stages0
1770p365 file0_rs0_skip0 stages0
1770p367 file0_rs0_skip0 stages0
1771p425 file0_rs0_skip0 stages0
1772p385 file0_rs0_skip0 stages0
1772p387 file0_rs0_skip0 stages0
1772p390 file0_rs0_skip0 stages0
1772p392 file0_rs0_skip0 stages0
1774p347 file0_rs0_skip0 stages0
1774p350 file0_rs0_skip0 stages0
1774p417 file0_rs0_skip0 stages0
1774p420 file0_rs0_skip0 stages0
1774p422 file0_rs0_skip0 stages0
1774p425 file0_rs0_skip0 stages0
1776p367 file0_rs0_skip0 stages0
1776p370 file0_rs0_skip0 stages0
1777p325 file0_rs0_skip0 stages0
1777p332 file0_rs0_skip0 stages0
1777p335 file0_rs0_skip0 stages0
