#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1948p472 file0_rs0_skip0 stages1
1949p342 file0_rs0_skip0 stages0
1949p345 file0_rs0_skip0 stages0
1949p360 file0_rs0_skip0 stages0
1949p375 file0_rs0_skip0 stages0
1949p377 file0_rs0_skip0 stages0
1949p390 file0_rs0_skip0 stages0
1949p392 file0_rs0_skip0 stages0
1949p405 file0_rs0_skip0 stages0
1949p407 file0_rs0_skip0 stages0
1949p420 file0_rs0_skip0 stages0
1949p422 file0_rs0_skip0 stages0
1949p447 file0_rs0_skip0 stages0
1949p450 file0_rs0_skip0 stages0
1949p462 file0_rs0_skip0 stages1
1949p475 file0_rs0_skip0 stages0
1950p347 file0_rs0_skip0 stages2
1950p350 file0_rs0_skip0 stages0
1950p362 file0_rs0_skip0 stages0
1950p365 file0_rs0_skip0 stages0
1950p380 file0_rs0_skip0 stages0
1950p382 file0_rs0_skip0 stages0
1950p395 file0_rs0_skip0 stages0
1950p397 file0_rs0_skip0 stages0
1950p410 file0_rs0_skip0 stages0
1950p412 file0_rs0_skip0 stages0
1950p452 file0_rs0_skip0 stages0
1950p465 file0_rs0_skip0 stages0
1950p467 file0_rs0_skip0 stages1
1951p352 file0_rs0_skip0 stages0
1951p355 file0_rs0_skip0 stages0
1951p367 file0_rs0_skip0 stages0
1951p370 file0_rs0_skip0 stages0
1951p372 file0_rs0_skip0 stages0
