#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2944p650 file0_rs0_skip0 stages0
2944p657 file0_rs0_skip0 stages0
2944p660 file0_rs0_skip0 stages0
2945p622 file0_rs0_skip0 stages0
2945p625 file0_rs0_skip0 stages0
2945p632 file0_rs0_skip0 stages0
2945p635 file0_rs0_skip0 stages0
2945p655 file0_rs0_skip0 stages0
2946p627 file0_rs0_skip0 stages0
2946p630 file0_rs0_skip0 stages0
2946p675 file0_rs0_skip0 stages0
2946p685 file0_rs0_skip0 stages0
2947p672 file0_rs0_skip0 stages0
2947p682 file0_rs0_skip0 stages0
2948p667 file0_rs0_skip0 stages0
2948p670 file0_rs0_skip0 stages0
2948p677 file0_rs0_skip0 stages0
2948p680 file0_rs0_skip0 stages0
2949p652 file0_rs0_skip0 stages0
2949p662 file0_rs0_skip0 stages0
2949p665 file0_rs0_skip0 stages0
2950p650 file0_rs0_skip0 stages0
2950p657 file0_rs0_skip0 stages0
2950p660 file0_rs0_skip0 stages0
2951p655 file0_rs0_skip0 stages0
2953p672 file0_rs0_skip0 stages0
2953p675 file0_rs0_skip0 stages0
2953p685 file0_rs0_skip0 stages0
2954p667 file0_rs0_skip0 stages0
2954p670 file0_rs0_skip0 stages0
2954p680 file0_rs0_skip0 stages0
2954p682 file0_rs0_skip0 stages0
2955p650 file0_rs0_skip0 stages0
2955p652 file0_rs0_skip0 stages0
