#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1330p585 file0_rs0_skip0 stages2
1330p592 file0_rs0_skip0 stages0
1330p697 file0_rs0_skip0 stages0
1330p710 file0_rs0_skip0 stages0
1330p730 file0_rs0_skip0 stages0
1330p755 file0_rs0_skip0 stages0
1331p367 file0_rs0_skip0 stages0
1331p377 file0_rs0_skip0 stages0
1331p382 file0_rs0_skip0 stages0
1331p387 file0_rs0_skip0 stages0
1331p402 file0_rs0_skip0 stages0
1331p407 file0_rs0_skip0 stages0
1331p425 file0_rs0_skip0 stages0
1331p430 file0_rs0_skip0 stages0
1331p472 file0_rs0_skip0 stages0
1331p477 file0_rs0_skip0 stages0
1331p490 file0_rs0_skip0 stages0
1331p497 file0_rs0_skip0 stages0
1331p510 file0_rs0_skip0 stages0
1331p525 file0_rs0_skip0 stages0
1331p570 file0_rs0_skip0 stages0
1331p577 file0_rs0_skip0 stages0
1331p595 file0_rs0_skip0 stages0
1331p667 file0_rs0_skip0 stages0
1331p687 file0_rs0_skip0 stages0
1331p700 file0_rs0_skip0 stages0
1331p722 file0_rs0_skip0 stages0
1331p767 file0_rs0_skip0 stages0
1332p370 file0_rs0_skip0 stages0
1332p372 file0_rs0_skip0 stages0
1332p405 file0_rs0_skip0 stages0
1332p410 file0_rs0_skip0 stages0
1332p415 file0_rs0_skip0 stages0
1332p420 file0_rs0_skip0 stages0
1332p432 file0_rs0_skip0 stages0
