#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1308p365 file0_rs0_skip0 stages0
1308p375 file0_rs0_skip0 stages0
1308p380 file0_rs0_skip0 stages0
1308p392 file0_rs0_skip0 stages0
1308p420 file0_rs0_skip0 stages0
1308p450 file0_rs0_skip0 stages0
1308p457 file0_rs0_skip0 stages0
1308p462 file0_rs0_skip0 stages0
1308p470 file0_rs0_skip0 stages0
1308p490 file0_rs0_skip0 stages0
1308p497 file0_rs0_skip0 stages0
1308p650 file0_rs0_skip0 stages0
1308p660 file0_rs0_skip0 stages0
1308p672 file0_rs0_skip0 stages0
1308p682 file0_rs0_skip0 stages0
1308p697 file0_rs0_skip0 stages0
1308p710 file0_rs0_skip0 stages0
1308p752 file0_rs0_skip0 stages0
1308p780 file0_rs0_skip0 stages0
1309p327 file0_rs0_skip0 stages1
1309p337 file0_rs0_skip0 stages1
1309p362 file0_rs0_skip0 stages0
1309p367 file0_rs0_skip0 stages0
1309p377 file0_rs0_skip0 stages0
1309p382 file0_rs0_skip0 stages0
1309p387 file0_rs0_skip0 stages0
1309p410 file0_rs0_skip0 stages0
1309p415 file0_rs0_skip0 stages0
1309p427 file0_rs0_skip0 stages0
1309p465 file0_rs0_skip0 stages0
1309p472 file0_rs0_skip0 stages0
1309p477 file0_rs0_skip0 stages0
1309p480 file0_rs0_skip0 stages0
1309p485 file0_rs0_skip0 stages0
1309p492 file0_rs0_skip0 stages0
