#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1202p345 file0_rs0_skip0 stages1
1202p352 file0_rs0_skip0 stages1
1202p357 file0_rs0_skip0 stages0
1202p365 file0_rs0_skip0 stages0
1202p377 file0_rs0_skip0 stages0
1202p385 file0_rs0_skip0 stages0
1202p392 file0_rs0_skip0 stages0
1202p400 file0_rs0_skip0 stages0
1202p407 file0_rs0_skip0 stages0
1202p415 file0_rs0_skip0 stages0
1202p422 file0_rs0_skip0 stages0
1202p425 file0_rs0_skip0 stages0
1202p432 file0_rs0_skip0 stages0
1202p440 file0_rs0_skip0 stages2
1202p442 file0_rs0_skip0 stages0
1202p450 file0_rs0_skip0 stages0
1202p460 file0_rs0_skip0 stages0
1202p562 file0_rs0_skip0 stages0
1202p565 file0_rs0_skip0 stages0
1202p582 file0_rs0_skip0 stages0
1202p612 file0_rs0_skip0 stages0
1202p615 file0_rs0_skip0 stages0
1202p640 file0_rs0_skip0 stages0
1202p642 file0_rs0_skip0 stages0
1203p330 file0_rs0_skip0 stages0
1203p335 file0_rs0_skip0 stages1
1203p347 file0_rs0_skip0 stages1
1203p360 file0_rs0_skip0 stages0
1203p367 file0_rs0_skip0 stages0
1203p372 file0_rs0_skip0 stages0
1203p380 file0_rs0_skip0 stages0
1203p387 file0_rs0_skip0 stages0
1203p395 file0_rs0_skip0 stages0
1203p402 file0_rs0_skip0 stages0
1203p410 file0_rs0_skip0 stages0
