#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1440p657 file0_rs0_skip0 stages0
1440p670 file0_rs0_skip0 stages0
1441p337 file0_rs0_skip0 stages1
1441p345 file0_rs0_skip0 stages0
1441p365 file0_rs0_skip0 stages0
1441p372 file0_rs0_skip0 stages0
1441p385 file0_rs0_skip0 stages0
1441p397 file0_rs0_skip0 stages0
1441p410 file0_rs0_skip0 stages0
1441p560 file0_rs0_skip0 stages0
1441p565 file0_rs0_skip0 stages0
1441p570 file0_rs0_skip0 stages0
1441p575 file0_rs0_skip0 stages0
1441p602 file0_rs0_skip0 stages0
1441p607 file0_rs0_skip0 stages0
1441p625 file0_rs0_skip0 stages1
1441p630 file0_rs0_skip0 stages1
1441p647 file0_rs0_skip0 stages0
1441p665 file0_rs0_skip0 stages0
1441p775 file0_rs0_skip0 stages0
1442p335 file0_rs0_skip0 stages1
1442p342 file0_rs0_skip0 stages0
1442p350 file0_rs0_skip0 stages0
1442p357 file0_rs0_skip0 stages0
1442p362 file0_rs0_skip0 stages0
1442p370 file0_rs0_skip0 stages0
1442p377 file0_rs0_skip0 stages0
1442p382 file0_rs0_skip0 stages0
1442p390 file0_rs0_skip0 stages0
1442p395 file0_rs0_skip0 stages2
1442p402 file0_rs0_skip0 stages0
1442p407 file0_rs0_skip0 stages0
1442p525 file0_rs0_skip0 stages0
1442p530 file0_rs0_skip0 stages0
1442p535 file0_rs0_skip0 stages0
