#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2230p457 file0_rs0_skip0 stages0
2230p462 file0_rs0_skip0 stages0
2230p467 file0_rs0_skip0 stages0
2230p480 file0_rs0_skip0 stages0
2231p362 file0_rs0_skip0 stages0
2231p367 file0_rs0_skip0 stages0
2231p450 file0_rs0_skip0 stages0
2231p472 file0_rs0_skip0 stages0
2231p477 file0_rs0_skip0 stages0
2232p365 file0_rs0_skip0 stages0
2232p455 file0_rs0_skip0 stages0
2232p460 file0_rs0_skip0 stages0
2232p465 file0_rs0_skip0 stages0
2232p470 file0_rs0_skip0 stages0
2233p447 file0_rs0_skip0 stages0
2233p452 file0_rs0_skip0 stages0
2233p457 file0_rs0_skip0 stages0
2233p462 file0_rs0_skip0 stages0
2233p475 file0_rs0_skip0 stages0
2234p367 file0_rs0_skip0 stages0
2234p467 file0_rs0_skip0 stages0
2234p480 file0_rs0_skip0 stages0
2235p450 file0_rs0_skip0 stages0
2235p455 file0_rs0_skip0 stages0
2235p460 file0_rs0_skip0 stages0
2235p472 file0_rs0_skip0 stages0
2235p477 file0_rs0_skip0 stages0
2236p447 file0_rs0_skip0 stages0
2236p452 file0_rs0_skip0 stages0
2236p465 file0_rs0_skip0 stages0
2236p470 file0_rs0_skip0 stages0
2237p367 file0_rs0_skip0 stages0
2237p457 file0_rs0_skip0 stages0
2237p462 file0_rs0_skip0 stages0
