#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1913p462 file0_rs0_skip0 stages1
1913p480 file0_rs0_skip0 stages0
1914p355 file0_rs0_skip0 stages0
1914p412 file0_rs0_skip0 stages0
1914p415 file0_rs0_skip0 stages0
1914p447 file0_rs0_skip0 stages0
1914p450 file0_rs0_skip0 stages0
1914p452 file0_rs0_skip0 stages0
1914p465 file0_rs0_skip0 stages0
1914p467 file0_rs0_skip0 stages1
1915p357 file0_rs0_skip0 stages0
1915p360 file0_rs0_skip0 stages0
1915p362 file0_rs0_skip0 stages0
1915p400 file0_rs0_skip0 stages0
1915p402 file0_rs0_skip0 stages0
1915p417 file0_rs0_skip0 stages1
1915p420 file0_rs0_skip0 stages1
1915p455 file0_rs0_skip0 stages1
1915p470 file0_rs0_skip0 stages1
1915p472 file0_rs0_skip0 stages1
1916p325 file0_rs0_skip0 stages0
1916p405 file0_rs0_skip0 stages0
1916p407 file0_rs0_skip0 stages0
1916p442 file0_rs0_skip0 stages0
1916p457 file0_rs0_skip0 stages1
1916p460 file0_rs0_skip0 stages1
1916p475 file0_rs0_skip0 stages0
1916p477 file0_rs0_skip0 stages0
1917p327 file0_rs0_skip0 stages0
1917p330 file0_rs0_skip0 stages0
1917p352 file0_rs0_skip0 stages0
1917p355 file0_rs0_skip0 stages0
1917p410 file0_rs0_skip0 stages0
1917p412 file0_rs0_skip0 stages0
