#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2039p370 file0_rs0_skip0 stages0
2039p372 file0_rs0_skip0 stages0
2039p382 file0_rs0_skip0 stages0
2039p390 file0_rs0_skip0 stages0
2039p392 file0_rs0_skip0 stages0
2039p400 file0_rs0_skip0 stages0
2039p410 file0_rs0_skip0 stages1
2039p420 file0_rs0_skip0 stages0
2039p427 file0_rs0_skip0 stages0
2039p437 file0_rs0_skip0 stages0
2039p445 file0_rs0_skip0 stages0
2039p462 file0_rs0_skip0 stages0
2039p470 file0_rs0_skip0 stages0
2040p345 file0_rs0_skip0 stages0
2040p355 file0_rs0_skip0 stages0
2040p365 file0_rs0_skip0 stages0
2040p375 file0_rs0_skip0 stages0
2040p385 file0_rs0_skip0 stages0
2040p395 file0_rs0_skip0 stages0
2040p402 file0_rs0_skip0 stages1
2040p405 file0_rs0_skip0 stages1
2040p412 file0_rs0_skip0 stages1
2040p422 file0_rs0_skip0 stages0
2040p430 file0_rs0_skip0 stages0
2040p440 file0_rs0_skip0 stages0
2040p447 file0_rs0_skip0 stages2
2040p455 file0_rs0_skip0 stages0
2040p465 file0_rs0_skip0 stages0
2040p472 file0_rs0_skip0 stages0
2040p480 file0_rs0_skip0 stages0
2040p487 file0_rs0_skip0 stages0
2042p362 file0_rs0_skip0 stages0
2047p480 file0_rs0_skip0 stages0
2050p395 file0_rs0_skip0 stages1
