#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1716p427 file0_rs0_skip0 stages0
1716p430 file0_rs0_skip0 stages0
1716p432 file0_rs0_skip0 stages0
1716p452 file0_rs0_skip0 stages0
1716p455 file0_rs0_skip0 stages0
1717p332 file0_rs0_skip0 stages0
1717p335 file0_rs0_skip0 stages0
1717p337 file0_rs0_skip0 stages0
1717p340 file0_rs0_skip0 stages0
1717p342 file0_rs0_skip0 stages0
1717p365 file0_rs0_skip0 stages0
1717p367 file0_rs0_skip0 stages0
1717p370 file0_rs0_skip0 stages0
1717p372 file0_rs0_skip0 stages0
1717p392 file0_rs0_skip0 stages0
1717p395 file0_rs0_skip0 stages0
1717p397 file0_rs0_skip0 stages0
1717p420 file0_rs0_skip0 stages0
1717p422 file0_rs0_skip0 stages0
1717p425 file0_rs0_skip0 stages0
1717p445 file0_rs0_skip0 stages0
1717p447 file0_rs0_skip0 stages0
1717p450 file0_rs0_skip0 stages0
1718p325 file0_rs0_skip0 stages0
1718p327 file0_rs0_skip0 stages0
1718p330 file0_rs0_skip0 stages0
1718p355 file0_rs0_skip0 stages0
1718p357 file0_rs0_skip0 stages0
1718p360 file0_rs0_skip0 stages0
1718p362 file0_rs0_skip0 stages0
1718p385 file0_rs0_skip0 stages0
1718p387 file0_rs0_skip0 stages0
1718p390 file0_rs0_skip0 stages0
1718p412 file0_rs0_skip0 stages0
1718p415 file0_rs0_skip0 stages0
