#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1902p442 file0_rs0_skip0 stages0
1903p360 file0_rs0_skip0 stages0
1903p362 file0_rs0_skip0 stages0
1903p445 file0_rs0_skip0 stages0
1903p447 file0_rs0_skip0 stages0
1903p450 file0_rs0_skip0 stages0
1903p465 file0_rs0_skip0 stages1
1903p467 file0_rs0_skip0 stages1
1904p435 file0_rs0_skip0 stages0
1904p452 file0_rs0_skip0 stages0
1904p455 file0_rs0_skip0 stages1
1904p470 file0_rs0_skip0 stages1
1904p472 file0_rs0_skip0 stages1
1905p357 file0_rs0_skip0 stages0
1905p397 file0_rs0_skip0 stages0
1905p437 file0_rs0_skip0 stages0
1905p440 file0_rs0_skip0 stages0
1905p457 file0_rs0_skip0 stages1
1905p460 file0_rs0_skip0 stages1
1906p360 file0_rs0_skip0 stages0
1906p362 file0_rs0_skip0 stages0
1906p442 file0_rs0_skip0 stages0
1906p445 file0_rs0_skip0 stages0
1906p462 file0_rs0_skip0 stages1
1906p465 file0_rs0_skip0 stages1
1907p325 file0_rs0_skip0 stages0
1907p447 file0_rs0_skip0 stages0
1907p450 file0_rs0_skip0 stages0
1907p452 file0_rs0_skip0 stages0
1907p467 file0_rs0_skip0 stages1
1907p470 file0_rs0_skip0 stages1
1908p397 file0_rs0_skip0 stages0
1908p437 file0_rs0_skip0 stages0
1908p455 file0_rs0_skip0 stages0
