#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2011p425 file0_rs0_skip0 stages0
2011p435 file0_rs0_skip0 stages0
2011p445 file0_rs0_skip0 stages0
2011p455 file0_rs0_skip0 stages0
2011p465 file0_rs0_skip0 stages0
2012p340 file0_rs0_skip0 stages0
2012p342 file0_rs0_skip0 stages1
2012p352 file0_rs0_skip0 stages0
2012p355 file0_rs0_skip0 stages0
2012p365 file0_rs0_skip0 stages0
2012p417 file0_rs0_skip0 stages0
2012p420 file0_rs0_skip0 stages0
2012p437 file0_rs0_skip0 stages0
2012p440 file0_rs0_skip0 stages0
2012p447 file0_rs0_skip0 stages0
2012p457 file0_rs0_skip0 stages0
2013p345 file0_rs0_skip0 stages1
2013p347 file0_rs0_skip0 stages1
2013p357 file0_rs0_skip0 stages0
2013p410 file0_rs0_skip0 stages0
2013p412 file0_rs0_skip0 stages0
2013p422 file0_rs0_skip0 stages0
2013p430 file0_rs0_skip0 stages0
2013p432 file0_rs0_skip0 stages0
2013p450 file0_rs0_skip0 stages0
2013p452 file0_rs0_skip0 stages0
2013p460 file0_rs0_skip0 stages0
2014p337 file0_rs0_skip0 stages0
2014p350 file0_rs0_skip0 stages0
2014p360 file0_rs0_skip0 stages0
2014p362 file0_rs0_skip0 stages0
2014p415 file0_rs0_skip0 stages0
2014p425 file0_rs0_skip0 stages0
2014p435 file0_rs0_skip0 stages0
