#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1908p457 file0_rs0_skip0 stages0
1908p472 file0_rs0_skip0 stages1
1908p475 file0_rs0_skip0 stages0
1909p357 file0_rs0_skip0 stages0
1909p360 file0_rs0_skip0 stages0
1909p362 file0_rs0_skip0 stages0
1909p440 file0_rs0_skip0 stages0
1909p442 file0_rs0_skip0 stages0
1909p460 file0_rs0_skip0 stages0
1909p462 file0_rs0_skip0 stages1
1909p477 file0_rs0_skip0 stages0
1910p325 file0_rs0_skip0 stages0
1910p445 file0_rs0_skip0 stages0
1910p447 file0_rs0_skip0 stages0
1910p450 file0_rs0_skip0 stages0
1910p465 file0_rs0_skip0 stages0
1910p467 file0_rs0_skip0 stages1
1911p452 file0_rs0_skip0 stages0
1911p470 file0_rs0_skip0 stages1
1912p357 file0_rs0_skip0 stages0
1912p360 file0_rs0_skip0 stages0
1912p362 file0_rs0_skip0 stages0
1912p400 file0_rs0_skip0 stages0
1912p402 file0_rs0_skip0 stages0
1912p455 file0_rs0_skip0 stages0
1912p457 file0_rs0_skip0 stages1
1912p460 file0_rs0_skip0 stages1
1912p472 file0_rs0_skip0 stages1
1912p475 file0_rs0_skip0 stages0
1912p477 file0_rs0_skip0 stages0
1913p325 file0_rs0_skip0 stages0
1913p405 file0_rs0_skip0 stages0
1913p407 file0_rs0_skip0 stages0
1913p410 file0_rs0_skip0 stages0
