#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1223p425 file0_rs0_skip0 stages0
1225p582 file0_rs0_skip0 stages0
1226p355 file0_rs0_skip0 stages0
1227p417 file0_rs0_skip0 stages0
1227p557 file0_rs0_skip0 stages0
1228p325 file0_rs0_skip0 stages1
1228p367 file0_rs0_skip0 stages0
1228p385 file0_rs0_skip0 stages0
1228p412 file0_rs0_skip0 stages0
1228p420 file0_rs0_skip0 stages0
1228p430 file0_rs0_skip0 stages0
1228p435 file0_rs0_skip0 stages0
1228p445 file0_rs0_skip0 stages0
1228p452 file0_rs0_skip0 stages0
1228p460 file0_rs0_skip0 stages0
1228p575 file0_rs0_skip0 stages0
1228p577 file0_rs0_skip0 stages0
1228p580 file0_rs0_skip0 stages0
1228p590 file0_rs0_skip0 stages0
1228p635 file0_rs0_skip0 stages0
1228p655 file0_rs0_skip0 stages0
1228p725 file0_rs0_skip0 stages0
1228p737 file0_rs0_skip0 stages0
1228p740 file0_rs0_skip0 stages0
1228p742 file0_rs0_skip0 stages0
1229p327 file0_rs0_skip0 stages1
1229p340 file0_rs0_skip0 stages1
1229p345 file0_rs0_skip0 stages1
1229p355 file0_rs0_skip0 stages0
1229p362 file0_rs0_skip0 stages0
1229p370 file0_rs0_skip0 stages0
1229p375 file0_rs0_skip0 stages0
1229p387 file0_rs0_skip0 stages0
1229p395 file0_rs0_skip0 stages0
1229p407 file0_rs0_skip0 stages0
