#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1718p417 file0_rs0_skip0 stages0
1718p437 file0_rs0_skip0 stages0
1718p440 file0_rs0_skip0 stages0
1718p442 file0_rs0_skip0 stages0
1719p345 file0_rs0_skip0 stages0
1719p347 file0_rs0_skip0 stages0
1719p350 file0_rs0_skip0 stages0
1719p352 file0_rs0_skip0 stages0
1719p375 file0_rs0_skip0 stages0
1719p377 file0_rs0_skip0 stages0
1719p380 file0_rs0_skip0 stages0
1719p382 file0_rs0_skip0 stages0
1719p410 file0_rs0_skip0 stages0
1719p430 file0_rs0_skip0 stages0
1719p432 file0_rs0_skip0 stages0
1719p435 file0_rs0_skip0 stages0
1720p332 file0_rs0_skip0 stages0
1720p335 file0_rs0_skip0 stages0
1720p337 file0_rs0_skip0 stages0
1720p340 file0_rs0_skip0 stages0
1720p342 file0_rs0_skip0 stages0
1720p365 file0_rs0_skip0 stages0
1720p367 file0_rs0_skip0 stages0
1720p370 file0_rs0_skip0 stages0
1720p372 file0_rs0_skip0 stages0
1720p395 file0_rs0_skip0 stages0
1720p397 file0_rs0_skip0 stages0
1720p400 file0_rs0_skip0 stages0
1720p422 file0_rs0_skip0 stages0
1720p425 file0_rs0_skip0 stages0
1720p427 file0_rs0_skip0 stages0
1720p450 file0_rs0_skip0 stages0
1721p325 file0_rs0_skip0 stages0
1721p327 file0_rs0_skip0 stages0
1721p330 file0_rs0_skip0 stages0
