#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1942p372 file0_rs0_skip0 stages0
1942p375 file0_rs0_skip0 stages0
1942p387 file0_rs0_skip0 stages0
1942p390 file0_rs0_skip0 stages0
1942p402 file0_rs0_skip0 stages0
1942p405 file0_rs0_skip0 stages0
1942p420 file0_rs0_skip0 stages0
1942p422 file0_rs0_skip0 stages0
1942p447 file0_rs0_skip0 stages0
1942p450 file0_rs0_skip0 stages0
1942p462 file0_rs0_skip0 stages1
1942p475 file0_rs0_skip0 stages0
1942p477 file0_rs0_skip0 stages0
1943p342 file0_rs0_skip0 stages0
1943p345 file0_rs0_skip0 stages0
1943p360 file0_rs0_skip0 stages0
1943p362 file0_rs0_skip0 stages0
1943p377 file0_rs0_skip0 stages0
1943p380 file0_rs0_skip0 stages0
1943p392 file0_rs0_skip0 stages0
1943p395 file0_rs0_skip0 stages0
1943p407 file0_rs0_skip0 stages0
1943p410 file0_rs0_skip0 stages0
1943p425 file0_rs0_skip0 stages0
1943p440 file0_rs0_skip0 stages0
1943p452 file0_rs0_skip0 stages0
1943p465 file0_rs0_skip0 stages1
1943p467 file0_rs0_skip0 stages1
1943p480 file0_rs0_skip0 stages0
1944p347 file0_rs0_skip0 stages0
1944p350 file0_rs0_skip0 stages2
1944p365 file0_rs0_skip0 stages0
1944p367 file0_rs0_skip0 stages0
1944p382 file0_rs0_skip0 stages0
