#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1038p622 file0_rs0_skip0 stages0
1038p627 file0_rs0_skip0 stages0
1039p485 file0_rs0_skip0 stages0
1039p492 file0_rs0_skip0 stages0
1039p500 file0_rs0_skip0 stages0
1039p565 file0_rs0_skip0 stages0
1039p570 file0_rs0_skip0 stages0
1039p587 file0_rs0_skip0 stages0
1039p590 file0_rs0_skip0 stages0
1039p605 file0_rs0_skip0 stages0
1039p607 file0_rs0_skip0 stages0
1040p420 file0_rs0_skip0 stages0
1040p425 file0_rs0_skip0 stages0
1040p427 file0_rs0_skip0 stages0
1040p455 file0_rs0_skip0 stages0
1040p517 file0_rs0_skip0 stages0
1040p560 file0_rs0_skip0 stages0
1040p567 file0_rs0_skip0 stages0
1040p580 file0_rs0_skip0 stages0
1040p585 file0_rs0_skip0 stages0
1040p602 file0_rs0_skip0 stages0
1040p615 file0_rs0_skip0 stages0
1040p620 file0_rs0_skip0 stages0
1041p422 file0_rs0_skip0 stages0
1041p430 file0_rs0_skip0 stages0
1041p452 file0_rs0_skip0 stages0
1041p457 file0_rs0_skip0 stages0
1041p460 file0_rs0_skip0 stages0
1041p465 file0_rs0_skip0 stages0
1041p467 file0_rs0_skip0 stages0
1041p472 file0_rs0_skip0 stages0
1041p480 file0_rs0_skip0 stages0
1041p487 file0_rs0_skip0 stages0
1041p507 file0_rs0_skip0 stages0
1041p512 file0_rs0_skip0 stages0
