#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1198p500 file0_rs0_skip0 stages0
1198p502 file0_rs0_skip0 stages1
1199p327 file0_rs0_skip0 stages1
1199p340 file0_rs0_skip0 stages1
1199p345 file0_rs0_skip0 stages1
1199p352 file0_rs0_skip0 stages1
1199p357 file0_rs0_skip0 stages0
1199p365 file0_rs0_skip0 stages0
1199p377 file0_rs0_skip0 stages0
1199p385 file0_rs0_skip0 stages0
1199p392 file0_rs0_skip0 stages0
1199p400 file0_rs0_skip0 stages0
1199p407 file0_rs0_skip0 stages0
1199p415 file0_rs0_skip0 stages0
1199p422 file0_rs0_skip0 stages0
1199p425 file0_rs0_skip0 stages0
1199p432 file0_rs0_skip0 stages0
1199p440 file0_rs0_skip0 stages2
1199p442 file0_rs0_skip0 stages0
1199p450 file0_rs0_skip0 stages0
1199p460 file0_rs0_skip0 stages0
1199p470 file0_rs0_skip0 stages0
1199p472 file0_rs0_skip0 stages1
1199p482 file0_rs0_skip0 stages1
1199p492 file0_rs0_skip0 stages0
1199p495 file0_rs0_skip0 stages0
1199p505 file0_rs0_skip0 stages1
1199p507 file0_rs0_skip0 stages1
1199p567 file0_rs0_skip0 stages0
1199p570 file0_rs0_skip0 stages0
1199p572 file0_rs0_skip0 stages0
1199p617 file0_rs0_skip0 stages0
1199p620 file0_rs0_skip0 stages0
1199p622 file0_rs0_skip0 stages0
1199p625 file0_rs0_skip0 stages0
