#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1201p355 file0_rs0_skip0 stages0
1201p362 file0_rs0_skip0 stages0
1201p370 file0_rs0_skip0 stages0
1201p375 file0_rs0_skip0 stages0
1201p382 file0_rs0_skip0 stages0
1201p390 file0_rs0_skip0 stages0
1201p397 file0_rs0_skip0 stages0
1201p405 file0_rs0_skip0 stages0
1201p412 file0_rs0_skip0 stages0
1201p420 file0_rs0_skip0 stages0
1201p430 file0_rs0_skip0 stages0
1201p437 file0_rs0_skip0 stages2
1201p447 file0_rs0_skip0 stages0
1201p457 file0_rs0_skip0 stages0
1201p467 file0_rs0_skip0 stages0
1201p477 file0_rs0_skip0 stages1
1201p480 file0_rs0_skip0 stages1
1201p490 file0_rs0_skip0 stages0
1201p500 file0_rs0_skip0 stages0
1201p502 file0_rs0_skip0 stages0
1201p707 file0_rs0_skip0 stages0
1201p710 file0_rs0_skip0 stages0
1201p712 file0_rs0_skip0 stages0
1201p715 file0_rs0_skip0 stages0
1201p717 file0_rs0_skip0 stages0
1201p720 file0_rs0_skip0 stages0
1201p722 file0_rs0_skip0 stages0
1201p735 file0_rs0_skip0 stages0
1201p750 file0_rs0_skip0 stages0
1201p752 file0_rs0_skip0 stages0
1201p755 file0_rs0_skip0 stages0
1201p757 file0_rs0_skip0 stages0
1201p760 file0_rs0_skip0 stages0
1202p327 file0_rs0_skip0 stages1
1202p340 file0_rs0_skip0 stages1
