#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1240p465 file0_rs0_skip0 stages0
1240p557 file0_rs0_skip0 stages0
1240p560 file0_rs0_skip0 stages0
1240p567 file0_rs0_skip0 stages0
1240p570 file0_rs0_skip0 stages0
1240p572 file0_rs0_skip0 stages0
1240p582 file0_rs0_skip0 stages0
1240p585 file0_rs0_skip0 stages0
1240p587 file0_rs0_skip0 stages0
1240p637 file0_rs0_skip0 stages0
1240p655 file0_rs0_skip0 stages0
1240p715 file0_rs0_skip0 stages0
1240p717 file0_rs0_skip0 stages0
1240p752 file0_rs0_skip0 stages0
1241p327 file0_rs0_skip0 stages1
1241p340 file0_rs0_skip0 stages1
1241p345 file0_rs0_skip0 stages0
1241p350 file0_rs0_skip0 stages0
1241p355 file0_rs0_skip0 stages0
1241p362 file0_rs0_skip0 stages0
1241p367 file0_rs0_skip0 stages0
1241p372 file0_rs0_skip0 stages0
1241p380 file0_rs0_skip0 stages0
1241p392 file0_rs0_skip0 stages0
1241p400 file0_rs0_skip0 stages0
1241p412 file0_rs0_skip0 stages0
1241p420 file0_rs0_skip0 stages0
1241p427 file0_rs0_skip0 stages0
1241p435 file0_rs0_skip0 stages0
1241p442 file0_rs0_skip0 stages0
1241p450 file0_rs0_skip0 stages0
1241p457 file0_rs0_skip0 stages0
1241p467 file0_rs0_skip0 stages0
1241p657 file0_rs0_skip0 stages0
1241p660 file0_rs0_skip0 stages0
