#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1258p462 file0_rs0_skip0 stages1
1258p465 file0_rs0_skip0 stages0
1258p567 file0_rs0_skip0 stages0
1258p570 file0_rs0_skip0 stages0
1258p655 file0_rs0_skip0 stages0
1258p722 file0_rs0_skip0 stages0
1258p747 file0_rs0_skip0 stages0
1259p340 file0_rs0_skip0 stages0
1259p350 file0_rs0_skip0 stages0
1259p355 file0_rs0_skip0 stages0
1259p360 file0_rs0_skip0 stages0
1259p367 file0_rs0_skip0 stages0
1259p377 file0_rs0_skip0 stages0
1259p390 file0_rs0_skip0 stages0
1259p402 file0_rs0_skip0 stages0
1259p415 file0_rs0_skip0 stages0
1259p430 file0_rs0_skip0 stages0
1259p450 file0_rs0_skip0 stages0
1259p572 file0_rs0_skip0 stages0
1259p640 file0_rs0_skip0 stages0
1259p657 file0_rs0_skip0 stages0
1259p750 file0_rs0_skip0 stages0
1260p325 file0_rs0_skip0 stages1
1260p330 file0_rs0_skip0 stages1
1260p335 file0_rs0_skip0 stages1
1260p345 file0_rs0_skip0 stages0
1260p352 file0_rs0_skip0 stages0
1260p357 file0_rs0_skip0 stages0
1260p362 file0_rs0_skip0 stages0
1260p370 file0_rs0_skip0 stages0
1260p372 file0_rs0_skip0 stages0
1260p380 file0_rs0_skip0 stages0
1260p385 file0_rs0_skip0 stages0
1260p392 file0_rs0_skip0 stages0
1260p397 file0_rs0_skip0 stages0
