#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1161p355 file0_rs0_skip0 stages1
1161p362 file0_rs0_skip0 stages1
1161p377 file0_rs0_skip0 stages2
1161p385 file0_rs0_skip0 stages0
1161p395 file0_rs0_skip0 stages0
1161p402 file0_rs0_skip0 stages0
1161p412 file0_rs0_skip0 stages0
1161p420 file0_rs0_skip0 stages0
1161p432 file0_rs0_skip0 stages0
1161p440 file0_rs0_skip0 stages0
1161p442 file0_rs0_skip0 stages0
1161p452 file0_rs0_skip0 stages0
1161p455 file0_rs0_skip0 stages0
1161p462 file0_rs0_skip0 stages0
1161p467 file0_rs0_skip0 stages0
1161p477 file0_rs0_skip0 stages0
1161p482 file0_rs0_skip0 stages0
1161p492 file0_rs0_skip0 stages0
1161p510 file0_rs0_skip0 stages0
1161p517 file0_rs0_skip0 stages0
1161p622 file0_rs0_skip0 stages0
1161p625 file0_rs0_skip0 stages0
1161p635 file0_rs0_skip0 stages0
1161p637 file0_rs0_skip0 stages0
1162p332 file0_rs0_skip0 stages1
1162p337 file0_rs0_skip0 stages1
1162p342 file0_rs0_skip0 stages0
1162p352 file0_rs0_skip0 stages1
1162p357 file0_rs0_skip0 stages1
1162p365 file0_rs0_skip0 stages0
1162p372 file0_rs0_skip0 stages2
1162p380 file0_rs0_skip0 stages2
1162p387 file0_rs0_skip0 stages0
1162p397 file0_rs0_skip0 stages0
1162p405 file0_rs0_skip0 stages0
