#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2566p340 file0_rs0_skip0 stages1
2567p370 file0_rs0_skip0 stages0
2569p337 file0_rs0_skip0 stages1
2570p370 file0_rs0_skip0 stages0
2584p335 file0_rs0_skip0 stages1
2586p375 file0_rs0_skip0 stages0
2586p377 file0_rs0_skip0 stages0
2586p380 file0_rs0_skip0 stages0
2587p372 file0_rs0_skip0 stages0
2589p370 file0_rs0_skip0 stages0
2589p377 file0_rs0_skip0 stages0
2589p380 file0_rs0_skip0 stages0
2590p335 file0_rs0_skip0 stages1
2590p337 file0_rs0_skip0 stages1
2590p375 file0_rs0_skip0 stages0
2592p332 file0_rs0_skip0 stages1
2595p367 file0_rs0_skip0 stages0
2602p350 file0_rs0_skip0 stages0
2602p352 file0_rs0_skip0 stages0
2603p355 file0_rs0_skip0 stages0
2605p352 file0_rs0_skip0 stages0
2608p352 file0_rs0_skip0 stages0
2620p350 file0_rs0_skip0 stages0
2623p350 file0_rs0_skip0 stages0
2626p350 file0_rs0_skip0 stages0
2626p352 file0_rs0_skip0 stages0
2629p350 file0_rs0_skip0 stages0
2629p352 file0_rs0_skip0 stages0
2630p347 file0_rs0_skip0 stages0
2632p325 file0_rs0_skip0 stages0
2634p330 file0_rs0_skip0 stages0
2635p335 file0_rs0_skip0 stages0
2635p337 file0_rs0_skip0 stages0
2637p330 file0_rs0_skip0 stages0
