#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1960p370 file0_rs0_skip0 stages0
1961p342 file0_rs0_skip0 stages0
1961p345 file0_rs0_skip0 stages0
1961p357 file0_rs0_skip0 stages0
1961p360 file0_rs0_skip0 stages0
1964p357 file0_rs0_skip0 stages2
1964p452 file0_rs0_skip0 stages0
1973p385 file0_rs0_skip0 stages0
1974p375 file0_rs0_skip0 stages0
1974p387 file0_rs0_skip0 stages0
1976p342 file0_rs0_skip0 stages0
1976p370 file0_rs0_skip0 stages0
1976p382 file0_rs0_skip0 stages0
1976p385 file0_rs0_skip0 stages0
1976p395 file0_rs0_skip0 stages0
1976p407 file0_rs0_skip0 stages0
1976p435 file0_rs0_skip0 stages0
1976p445 file0_rs0_skip0 stages0
1976p455 file0_rs0_skip0 stages0
1976p457 file0_rs0_skip0 stages0
1976p467 file0_rs0_skip0 stages0
1977p335 file0_rs0_skip0 stages0
1977p347 file0_rs0_skip0 stages0
1977p360 file0_rs0_skip0 stages0
1977p362 file0_rs0_skip0 stages0
1977p375 file0_rs0_skip0 stages0
1977p387 file0_rs0_skip0 stages0
1977p400 file0_rs0_skip0 stages0
1977p437 file0_rs0_skip0 stages0
1977p447 file0_rs0_skip0 stages0
1977p450 file0_rs0_skip0 stages0
1977p460 file0_rs0_skip0 stages0
1977p470 file0_rs0_skip0 stages0
1977p480 file0_rs0_skip0 stages0
