#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1359p672 file0_rs0_skip0 stages0
1359p680 file0_rs0_skip0 stages0
1359p707 file0_rs0_skip0 stages0
1359p717 file0_rs0_skip0 stages0
1359p782 file0_rs0_skip0 stages0
1360p370 file0_rs0_skip0 stages0
1360p372 file0_rs0_skip0 stages0
1360p377 file0_rs0_skip0 stages0
1360p382 file0_rs0_skip0 stages0
1360p387 file0_rs0_skip0 stages0
1360p392 file0_rs0_skip0 stages0
1360p507 file0_rs0_skip0 stages0
1360p525 file0_rs0_skip0 stages0
1360p537 file0_rs0_skip0 stages0
1360p572 file0_rs0_skip0 stages0
1360p580 file0_rs0_skip0 stages0
1360p587 file0_rs0_skip0 stages0
1360p625 file0_rs0_skip0 stages0
1360p700 file0_rs0_skip0 stages0
1360p725 file0_rs0_skip0 stages0
1360p765 file0_rs0_skip0 stages0
1361p375 file0_rs0_skip0 stages0
1361p380 file0_rs0_skip0 stages0
1361p385 file0_rs0_skip0 stages0
1361p520 file0_rs0_skip0 stages0
1361p532 file0_rs0_skip0 stages0
1361p595 file0_rs0_skip0 stages0
1361p617 file0_rs0_skip0 stages0
1361p632 file0_rs0_skip0 stages1
1361p640 file0_rs0_skip0 stages0
1361p675 file0_rs0_skip0 stages0
1361p682 file0_rs0_skip0 stages0
1361p710 file0_rs0_skip0 stages0
1361p775 file0_rs0_skip0 stages0
1362p367 file0_rs0_skip0 stages0
