#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1163p507 file0_rs0_skip0 stages0
1164p330 file0_rs0_skip0 stages1
1164p335 file0_rs0_skip0 stages1
1164p347 file0_rs0_skip0 stages1
1164p350 file0_rs0_skip0 stages0
1164p355 file0_rs0_skip0 stages1
1164p362 file0_rs0_skip0 stages1
1164p370 file0_rs0_skip0 stages0
1164p377 file0_rs0_skip0 stages2
1164p385 file0_rs0_skip0 stages0
1164p392 file0_rs0_skip0 stages0
1164p395 file0_rs0_skip0 stages0
1164p402 file0_rs0_skip0 stages0
1164p410 file0_rs0_skip0 stages0
1164p420 file0_rs0_skip0 stages0
1164p430 file0_rs0_skip0 stages0
1164p440 file0_rs0_skip0 stages0
1164p442 file0_rs0_skip0 stages0
1164p450 file0_rs0_skip0 stages0
1164p462 file0_rs0_skip0 stages0
1164p465 file0_rs0_skip0 stages0
1164p477 file0_rs0_skip0 stages0
1164p480 file0_rs0_skip0 stages0
1164p495 file0_rs0_skip0 stages0
1164p512 file0_rs0_skip0 stages0
1165p332 file0_rs0_skip0 stages1
1165p337 file0_rs0_skip0 stages1
1165p342 file0_rs0_skip0 stages1
1165p352 file0_rs0_skip0 stages1
1165p357 file0_rs0_skip0 stages1
1165p365 file0_rs0_skip0 stages0
1165p380 file0_rs0_skip0 stages2
1165p387 file0_rs0_skip0 stages0
1165p397 file0_rs0_skip0 stages0
1165p405 file0_rs0_skip0 stages0
