#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
2411p442 file0_rs0_skip0 stages0
2412p327 file0_rs0_skip0 stages0
2413p325 file0_rs0_skip0 stages0
2413p377 file0_rs0_skip0 stages0
2413p445 file0_rs0_skip0 stages0
2414p330 file0_rs0_skip0 stages0
2414p375 file0_rs0_skip0 stages0
2414p442 file0_rs0_skip0 stages0
2415p372 file0_rs0_skip0 stages0
2416p445 file0_rs0_skip0 stages0
2417p375 file0_rs0_skip0 stages0
2417p442 file0_rs0_skip0 stages0
2418p340 file0_rs0_skip0 stages0
2418p372 file0_rs0_skip0 stages0
2419p342 file0_rs0_skip0 stages0
2420p445 file0_rs0_skip0 stages0
2421p340 file0_rs0_skip0 stages0
2421p442 file0_rs0_skip0 stages0
2423p445 file0_rs0_skip0 stages0
2424p442 file0_rs0_skip0 stages0
2427p445 file0_rs0_skip0 stages0
2428p442 file0_rs0_skip0 stages0
2431p440 file0_rs0_skip0 stages0
2431p442 file0_rs0_skip0 stages0
2435p440 file0_rs0_skip0 stages0
2435p442 file0_rs0_skip0 stages0
2436p375 file0_rs0_skip0 stages0
2439p375 file0_rs0_skip0 stages0
2440p342 file0_rs0_skip0 stages0
2441p377 file0_rs0_skip0 stages0
2442p340 file0_rs0_skip0 stages0
2442p375 file0_rs0_skip0 stages0
2443p342 file0_rs0_skip0 stages0
2443p372 file0_rs0_skip0 stages0
