#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1332p455 file0_rs0_skip0 stages0
1332p460 file0_rs0_skip0 stages0
1332p467 file0_rs0_skip0 stages0
1332p480 file0_rs0_skip0 stages0
1332p485 file0_rs0_skip0 stages0
1332p487 file0_rs0_skip0 stages0
1332p492 file0_rs0_skip0 stages0
1332p505 file0_rs0_skip0 stages0
1332p520 file0_rs0_skip0 stages0
1332p532 file0_rs0_skip0 stages0
1332p572 file0_rs0_skip0 stages0
1332p580 file0_rs0_skip0 stages0
1332p587 file0_rs0_skip0 stages2
1332p670 file0_rs0_skip0 stages0
1332p677 file0_rs0_skip0 stages0
1332p690 file0_rs0_skip0 stages0
1332p712 file0_rs0_skip0 stages0
1332p732 file0_rs0_skip0 stages0
1332p757 file0_rs0_skip0 stages0
1332p780 file0_rs0_skip0 stages0
1333p375 file0_rs0_skip0 stages0
1333p380 file0_rs0_skip0 stages0
1333p385 file0_rs0_skip0 stages0
1333p390 file0_rs0_skip0 stages0
1333p427 file0_rs0_skip0 stages0
1333p457 file0_rs0_skip0 stages0
1333p462 file0_rs0_skip0 stages0
1333p495 file0_rs0_skip0 stages0
1333p500 file0_rs0_skip0 stages0
1333p507 file0_rs0_skip0 stages0
1333p527 file0_rs0_skip0 stages0
1333p672 file0_rs0_skip0 stages0
1333p680 file0_rs0_skip0 stages0
1333p702 file0_rs0_skip0 stages0
1333p770 file0_rs0_skip0 stages0
