#stages0 = writecat:docker:DR9.6.2
#stages1 = writecat:docker:DR9.6.7b
#stages2 = writecat:docker:DR9.6.7
#stages3 = srcs:docker:DR9.6.2 writecat:docker:DR9.6.5
1095p445 file0_rs0_skip0 stages0
1095p522 file0_rs0_skip0 stages0
1095p527 file0_rs0_skip0 stages0
1095p532 file0_rs0_skip0 stages0
1095p537 file0_rs0_skip0 stages0
1095p545 file0_rs0_skip0 stages0
1095p550 file0_rs0_skip0 stages0
1095p555 file0_rs0_skip0 stages0
1096p330 file0_rs0_skip0 stages1
1096p337 file0_rs0_skip0 stages1
1096p345 file0_rs0_skip0 stages1
1096p362 file0_rs0_skip0 stages0
1096p380 file0_rs0_skip0 stages0
1096p382 file0_rs0_skip0 stages0
1096p392 file0_rs0_skip0 stages0
1096p402 file0_rs0_skip0 stages0
1096p405 file0_rs0_skip0 stages0
1096p415 file0_rs0_skip0 stages0
1096p447 file0_rs0_skip0 stages0
1097p332 file0_rs0_skip0 stages1
1097p340 file0_rs0_skip0 stages1
1097p347 file0_rs0_skip0 stages1
1097p350 file0_rs0_skip0 stages0
1097p355 file0_rs0_skip0 stages0
1097p365 file0_rs0_skip0 stages0
1097p367 file0_rs0_skip0 stages0
1097p372 file0_rs0_skip0 stages0
1097p375 file0_rs0_skip0 stages0
1097p385 file0_rs0_skip0 stages0
1097p395 file0_rs0_skip0 stages0
1097p397 file0_rs0_skip0 stages0
1097p407 file0_rs0_skip0 stages0
1097p417 file0_rs0_skip0 stages0
1097p572 file0_rs0_skip0 stages0
1097p580 file0_rs0_skip0 stages0
